zip,Year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)",State,City,Metro,CountyName,HomePrice
66839,2022,4.0,41.0,0.0,0.0,0.0,2.0,6.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,KS,,,Coffey County,148553.25204002435
67029,2022,1.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,KS,Coldwater,,Comanche County,66704.17946786985
67156,2022,36.0,91.0,2.0,12.0,0.0,13.0,91.0,175.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,32.0,9.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,224.0,4.0,0.0,0.0,21.0,8.0,9.0,KS,Winfield,"Winfield, KS",Cowley County,118092.29469614384
66743,2022,9.0,186.0,1.0,0.0,0.0,7.0,17.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,2.0,4.0,1.0,KS,Girard,"Pittsburg, KS",Crawford County,124425.24558071376
66724,2022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Cherokee,"Pittsburg, KS",Crawford County,99164.0847670231
67749,2022,1.0,27.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,KS,Oberlin,,Decatur County,91373.65329797722
67410,2022,9.0,263.0,1.0,5.0,0.0,5.0,25.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,12.0,1.0,3.0,KS,Abilene,,Dickinson County,161419.2955853493
66087,2022,2.0,18.0,0.0,3.0,0.0,3.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,KS,,"St. Joseph, MO-KS",Doniphan County,130329.50591925552
66044,2022,108.0,398.0,1.0,17.0,0.0,42.0,274.0,48.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,66.0,21.0,1.0,14.0,3.0,3.0,0.0,4.0,16.0,379.0,10.0,0.0,0.0,95.0,9.0,7.0,KS,Lawrence,"Lawrence, KS",Douglas County,228244.3798526596
66047,2022,6.0,69.0,0.0,2.0,0.0,5.0,45.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,6.0,2.0,0.0,KS,Lawrence,"Lawrence, KS",Douglas County,303882.7531278826
67547,2022,2.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,0.0,0.0,KS,Kinsley,,Edwards County,68415.43033901125
67349,2022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Howard,,Elk County,64813.44006290325
67601,2022,5.0,45.0,0.0,1.0,0.0,7.0,44.0,40.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,1.0,1.0,KS,Hays,"Hays, KS",Ellis County,231501.6975700468
67637,2022,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Ellis,"Hays, KS",Ellis County,155827.07906423297
67439,2022,5.0,40.0,0.0,2.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,KS,Ellsworth,,Ellsworth County,119847.75982489804
67846,2022,68.0,960.0,2.0,19.0,0.0,41.0,146.0,188.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,96.0,22.0,0.0,14.0,3.0,6.0,0.0,9.0,3.0,217.0,14.0,0.0,0.0,36.0,2.0,14.0,KS,Garden City,"Garden City, KS",Finney County,219261.96133103792
67801,2022,54.0,510.0,10.0,3.0,0.0,33.0,248.0,253.0,0.0,16.0,2.0,12.0,0.0,0.0,0.0,53.0,64.0,0.0,10.0,2.0,3.0,0.0,3.0,3.0,197.0,3.0,0.0,0.0,56.0,7.0,2.0,KS,Dodge City,"Dodge City, KS",Ford County,162613.81782142777
66067,2022,25.0,339.0,0.0,6.0,0.0,32.0,61.0,93.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,103.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,78.0,4.0,0.0,0.0,26.0,7.0,1.0,KS,Ottawa,"Ottawa, KS",Franklin County,185545.1893955114
66441,2022,76.0,1004.0,2.0,19.0,0.0,49.0,182.0,330.0,0.0,1.0,3.0,15.0,0.0,0.0,0.0,102.0,30.0,0.0,11.0,1.0,7.0,0.0,3.0,5.0,274.0,19.0,0.0,0.0,77.0,27.0,3.0,KS,Junction City,"Manhattan, KS",Geary County,170791.272968056
67642,2022,1.0,9.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Hill City,,Graham County,76349.62124980781
67880,2022,10.0,41.0,0.0,2.0,0.0,4.0,15.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,0.0,0.0,1.0,1.0,0.0,KS,Ulysses,,Grant County,141454.10510234986
67853,2022,1.0,19.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,KS,Ingalls,,Gray County,234047.17480691607
67879,2022,2.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,,,Greeley County,119735.15904263366
67045,2022,6.0,75.0,1.0,4.0,0.0,3.0,27.0,106.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,6.0,5.0,0.0,KS,Eureka,,Greenwood County,75884.46609397962
67878,2022,1.0,5.0,0.0,0.0,0.0,2.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,KS,Syracuse,,Hamilton County,102460.98882028616
67003,2022,2.0,16.0,1.0,1.0,0.0,6.0,16.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,2.0,3.0,0.0,KS,Anthony,,Harper County,67200.75066619321
67114,2022,45.0,311.0,1.0,7.0,0.0,7.0,96.0,211.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,22.0,6.0,0.0,7.0,0.0,11.0,0.0,7.0,4.0,140.0,10.0,0.0,0.0,31.0,2.0,5.0,KS,Newton,"Wichita, KS",Harvey County,142823.90205243483
67056,2022,1.0,4.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,5.0,0.0,0.0,KS,Halstead,"Wichita, KS",Harvey County,172259.47084693078
67877,2022,4.0,44.0,0.0,0.0,0.0,2.0,13.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,KS,Sublette,,Haskell County,168638.95804287147
67854,2022,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Jetmore,,Hodgeman County,100781.31162930612
66436,2022,11.0,72.0,0.0,5.0,0.0,1.0,56.0,152.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,4.0,5.0,0.0,KS,Holton,"Topeka, KS",Jackson County,176190.82622102895
66066,2022,13.0,183.0,1.0,4.0,0.0,9.0,32.0,20.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,9.0,3.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,40.0,1.0,0.0,0.0,10.0,0.0,2.0,KS,Oskaloosa,"Topeka, KS",Jefferson County,271694.1262688032
66088,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Valley Falls,"Topeka, KS",Jefferson County,212497.0896362889
66054,2022,1.0,8.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,KS,McLouth,"Topeka, KS",Jefferson County,293308.5184301093
66956,2022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Mankato,,Jewell County,84171.81483723615
66061,2022,132.0,1697.0,2.0,18.0,0.0,194.0,756.0,1384.0,0.0,0.0,13.0,33.0,0.0,0.0,0.0,328.0,193.0,0.0,30.0,12.0,21.0,1.0,6.0,12.0,733.0,15.0,0.0,0.0,232.0,11.0,12.0,KS,Olathe,"Kansas City, MO-KS",Johnson County,370191.7133613439
66205,2022,5.0,23.0,0.0,0.0,0.0,2.0,23.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,1.0,0.0,1.0,KS,Roeland Park,"Kansas City, MO-KS",Johnson County,328708.1631397345
66206,2022,13.0,81.0,0.0,3.0,0.0,7.0,80.0,118.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,68.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,37.0,5.0,0.0,0.0,9.0,2.0,2.0,KS,Leawood,"Kansas City, MO-KS",Johnson County,598033.072485608
66202,2022,31.0,154.0,0.0,1.0,0.0,22.0,190.0,228.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,133.0,12.0,0.0,7.0,3.0,1.0,2.0,1.0,4.0,151.0,8.0,0.0,0.0,17.0,5.0,4.0,KS,Mission,"Kansas City, MO-KS",Johnson County,268558.12019020336
66213,2022,148.0,270.0,3.0,16.0,0.0,41.0,377.0,206.0,0.0,0.0,5.0,37.0,0.0,0.0,0.0,781.0,50.0,0.0,20.0,2.0,6.0,5.0,2.0,17.0,625.0,10.0,0.0,0.0,115.0,12.0,11.0,KS,Overland Park,"Kansas City, MO-KS",Johnson County,477139.90123050514
66208,2022,10.0,24.0,0.0,2.0,0.0,0.0,85.0,41.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,30.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,30.0,2.0,0.0,0.0,7.0,1.0,1.0,KS,Prairie Village,"Kansas City, MO-KS",Johnson County,404899.89675269247
66217,2022,57.0,186.0,0.0,4.0,0.0,4.0,118.0,225.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,126.0,46.0,0.0,10.0,10.0,3.0,0.0,0.0,4.0,140.0,14.0,0.0,0.0,35.0,3.0,3.0,KS,Shawnee,"Kansas City, MO-KS",Johnson County,493795.9016671404
66215,2022,38.0,1071.0,0.0,5.0,0.0,14.0,165.0,366.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,78.0,42.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,97.0,33.0,0.0,0.0,46.0,10.0,2.0,KS,Lenexa,"Kansas City, MO-KS",Johnson County,333622.30984472786
66204,2022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Overland Park,"Kansas City, MO-KS",Johnson County,256665.3186609768
67860,2022,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,KS,Lakin,"Garden City, KS",Kearny County,182411.4651994604
67068,2022,5.0,55.0,0.0,2.0,0.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,KS,Kingman,,Kingman County,116929.47376224416
67054,2022,0.0,5.0,0.0,0.0,0.0,1.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,KS,Greensburg,,Kiowa County,158668.13875018348
67356,2022,4.0,4.0,0.0,3.0,0.0,1.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,KS,,"Parsons, KS",Labette County,91556.97690417804
67357,2022,2.0,46.0,0.0,1.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,KS,Parsons,"Parsons, KS",Labette County,68598.81724282638
67330,2022,0.0,5.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,KS,Altamont,"Parsons, KS",Labette County,120306.28601959732
67839,2022,1.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Dighton,,Lane County,80453.13250809166
66048,2022,59.0,1175.0,2.0,5.0,0.0,27.0,100.0,141.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,34.0,5.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,145.0,14.0,0.0,0.0,50.0,9.0,1.0,KS,Leavenworth,"Kansas City, MO-KS",Leavenworth County,213396.3432091956
66086,2022,2.0,38.0,0.0,1.0,0.0,2.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,KS,Tonganoxie,"Kansas City, MO-KS",Leavenworth County,329865.7872176857
66043,2022,3.0,8.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,3.0,1.0,0.0,KS,Lansing,"Kansas City, MO-KS",Leavenworth County,278782.48990729346
66056,2022,3.0,18.0,0.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,1.0,1.0,KS,Mound City,"Kansas City, MO-KS",Linn County,116471.64608251346
67748,2022,1.0,9.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Oakley,,Logan County,130487.09559915106
66801,2022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,KS,Emporia,"Emporia, KS",Lyon County,144178.73307829723
67460,2022,20.0,59.0,0.0,6.0,0.0,8.0,57.0,78.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,34.0,14.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0,86.0,1.0,0.0,0.0,18.0,0.0,4.0,KS,McPherson,"McPherson, KS",McPherson County,188950.9594118776
66861,2022,6.0,6.0,0.0,1.0,0.0,1.0,10.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,3.0,0.0,KS,Marion,,Marion County,123614.64047237462
67063,2022,3.0,1.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,KS,Hillsboro,,Marion County,133429.5511055125
66866,2022,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Peabody,,Marion County,90920.27001078016
66508,2022,6.0,30.0,1.0,1.0,0.0,3.0,11.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,5.0,0.0,2.0,KS,Marysville,,Marshall County,124670.10417824674
66427,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Frankfort,,Marshall County,130941.55805537652
66071,2022,15.0,122.0,0.0,4.0,0.0,4.0,51.0,63.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,47.0,3.0,0.0,0.0,9.0,5.0,0.0,KS,Paola,"Kansas City, MO-KS",Miami County,318466.2500152746
66053,2022,2.0,11.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,KS,Louisburg,"Kansas City, MO-KS",Miami County,358314.6135262113
67420,2022,7.0,8.0,1.0,2.0,0.0,1.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,1.0,0.0,0.0,1.0,4.0,0.0,KS,Beloit,,Mitchell County,131984.95905383638
67301,2022,39.0,746.0,0.0,17.0,0.0,50.0,102.0,146.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,102.0,19.0,1.0,8.0,0.0,12.0,0.0,2.0,4.0,161.0,7.0,0.0,0.0,48.0,11.0,4.0,KS,Independence,"Coffeyville, KS",Montgomery County,99164.73831670644
67335,2022,2.0,31.0,0.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,KS,Cherryvale,"Parsons, KS",Labette County,90428.86264769126
66873,2022,2.0,5.0,0.0,0.0,0.0,1.0,6.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,KS,Wilsey,,Morris County,110553.20143723483
66538,2022,2.0,29.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,KS,Seneca,,Nemaha County,206233.46430981
66733,2022,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KS,Erie,,Neosho County,112861.73730194668
67560,2022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Ness City,,Ness County,92802.70318291248
67654,2022,1.0,18.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,KS,Norton,,Norton County,95323.09794591289
66451,2022,12.0,52.0,1.0,3.0,0.0,7.0,41.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,45.0,2.0,0.0,0.0,1.0,3.0,2.0,KS,Lyndon,"Topeka, KS",Osage County,173151.70108562437
67473,2022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,KS,Osborne,,Osborne County,76131.90361214067
67467,2022,1.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,KS,Minneapolis,"Salina, KS",Ottawa County,122288.09398379544
67550,2022,5.0,13.0,0.0,1.0,0.0,3.0,13.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,KS,Larned,,Pawnee County,80249.76070594916
67661,2022,6.0,15.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,,,Phillips County,102466.77461732646
66549,2022,1.0,265.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Westmoreland,"Manhattan, KS",Pottawatomie County,230029.9668620459
67124,2022,2.0,44.0,0.0,0.0,0.0,8.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,KS,Pratt,,Pratt County,101871.3191946852
67730,2022,1.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,KS,Atwood,,Rawlins County,116371.58365702938
67501,2022,81.0,1068.0,2.0,15.0,0.0,90.0,108.0,446.0,0.0,6.0,5.0,24.0,0.0,0.0,0.0,134.0,31.0,2.0,10.0,0.0,3.0,9.0,4.0,1.0,251.0,4.0,0.0,0.0,113.0,13.0,5.0,KS,Hutchinson,"Hutchinson, KS",Reno County,76651.52535705006
66935,2022,4.0,9.0,0.0,1.0,0.0,4.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,1.0,1.0,KS,Belleville,,Republic County,77924.13738990929
67554,2022,6.0,14.0,0.0,1.0,0.0,1.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,1.0,2.0,0.0,KS,Lyons,,Rice County,84846.62467908389
66503,2022,34.0,635.0,4.0,6.0,0.0,63.0,173.0,128.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,91.0,213.0,0.0,8.0,0.0,2.0,0.0,1.0,1.0,186.0,8.0,0.0,0.0,53.0,11.0,2.0,KS,Manhattan,"Manhattan, KS",Riley County,305449.6064698229
